정렬순위,원본구분,원본No,업체명/사이트명,도메인,홈페이지URL,원본출처URL,확인한_매물페이지URL,매물수_추정,매물수_산정근거,응답방식,응답방식_근거,HTTP상태,Content-Type,페이지제목,매물페이지여부,페이지네이션_최대,첫페이지_노출매물수,크롤링_필요정보/전략,요청시도URL,원본_공식성등급,원본_사업품목,원본_대표전화,원본_검토메모,자동확인일
97,원본CSV,12,신원중기,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=houze,https://blog.daara.co.kr/company.html?cid=houze,https://blog.daara.co.kr/sell_list.html?cid=houze,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,'신원중기' - 신원중기,추정,,0,query_params=cid=houze | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=houze [200] || https://blog.daara.co.kr/sell_list.html?cid=houze [200],B,굴삭기 등 건설기계 매매,032-566-3778,다아라 회사소개 페이지 기준.,2026-04-29
98,원본CSV,29,양남공구종합상사,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=kji779,https://blog.daara.co.kr/company.html?cid=kji779,https://blog.daara.co.kr/sell_list.html?cid=kji779,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,양남공구종합상사 - 양남공구종합상사,추정,,0,query_params=cid=kji779 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=kji779 [200] || https://blog.daara.co.kr/sell_list.html?cid=kji779 [200],B-,"소형건설기계 판매·임대·수리, 중고기계 매매",,다아라 회사소개에서 소형건설기계 판매·임대·수리 및 중고기계 매매 문구 확인.,2026-04-29
99,원본CSV,24,와코건설기계,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=sunamon0,https://blog.daara.co.kr/company.html?cid=sunamon0,https://blog.daara.co.kr/sell_list.html?cid=sunamon0,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,와코건설기계 - 와코건설기계,추정,,0,query_params=cid=sunamon0 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=sunamon0 [200] || https://blog.daara.co.kr/sell_list.html?cid=sunamon0 [200] || https://blog.daara.co.kr/sunamon0 [200],B,건설장비 알선/매매,031-677-1111,다아라 회사소개 페이지 기준. 상호명 직접 매매상사는 아니나 건설장비 매매 서비스 명시.,2026-04-29
100,원본CSV,59,태산지게차매매상사(남일중기),blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=a0109292,https://blog.daara.co.kr/company.html?cid=a0109292,https://blog.daara.co.kr/sell_list.html?cid=a0109292,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,지게차 매입 전문기업-'태산지게차매매상사' - 태산지게차매매상사(남일중기),추정,,0,query_params=cid=a0109292 | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=a0109292 [200] || https://blog.daara.co.kr/sell_list.html?cid=a0109292 [200] || https://blog.daara.co.kr/a0109292 [200],B,전동지게차 매입/매매,010-9292-7272,다아라 업체 페이지에서 대표자/전화/팩스/이메일 확인. 사업자번호는 빈값으로 공개.,2026-04-29
101,원본CSV,56,하나중공업,blog.daara.co.kr,https://blog.daara.co.kr/company.html?cid=hanahi,https://blog.daara.co.kr/company.html?cid=hanahi,https://blog.daara.co.kr/sell_list.html?cid=hanahi,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,하나중공업 - 하나중공업,추정,,0,query_params=cid=hanahi | cid | 스크립트/API 엔드포인트 확인 필요,https://blog.daara.co.kr/company.html?cid=hanahi [200] || https://blog.daara.co.kr/sell_list.html?cid=hanahi [200],B,"1톤 고소작업차 매매, 건설중장비공구/부품",031-366-9017,상호명은 중기/건기 직매칭은 아니지만 건설중장비 취급·매매 문구로 후보 포함.,2026-04-29
102,원본CSV,14,한진종합건설기계매매상사,hanjin4026.bizdaara.com,https://hanjin4026.bizdaara.com/index.html?cookie=,https://hanjin4026.bizdaara.com/index.html?cookie=,https://hanjin4026.bizdaara.com/sell_list.html?cid=hanjin4026,0,매물 패턴 미검출,HTML+API호출 단서,fetch/ajax/api 문자열 탐지,200,text/html;charset=utf-8,제품소개 - 한진종합건설기계매매상사 제품전시장,추정,1,0,query_params=cid=hanjin4026 | cid | 스크립트/API 엔드포인트 확인 필요,https://hanjin4026.bizdaara.com/index.html?cookie= [200] || https://hanjin4026.bizdaara.com/sell_list.html?cid=hanjin4026 [200] || https://hanjin4026.bizdaara.com/hanjin4026 [200] || https://hanjin4026.bizdaara.com/notice.html?cid=hanjin4026&seq=3555&chk=view&table_type=bbs [200],B,건설기계 매매,0504-1383-5440,비즈다아라 업체페이지 검색 노출정보 기준. 이메일은 미기재.,2026-04-29
103,원본CSV,5,효성포장중기매매상사(주),hyosung87.com,https://hyosung87.com/g5/bbs/board.php?bo_table=sub05_01,https://hyosung87.com/g5/bbs/board.php?bo_table=sub05_01,http://hyosung87.com/g5/bbs/board.php?bo_table=sub05_01,0,매물 패턴 미검출,HTML 응답,초기 HTML 본문에서 확인,200,text/html; charset=utf-8,공지사항 1 페이지 | 효성포장중기매매상사(주),추정,1,0,query_params=bo_table=sub05_01 | bo_table | requests+BeautifulSoup 가능,https://hyosung87.com/g5/bbs/board.php?bo_table=sub05_01 [200] || http://hyosung87.com/g5/bbs/board.php?bo_table=sub05_01&sop=and&sst=wr_hit&sod=desc&sfl=&stx=&sca=&page=1 [200] || http://hyosung87.com/g5/bbs/board.php?bo_table=sub05_01&sop=and&sst=wr_datetime&sod=desc&sfl=&stx=&sca=&page=1 [200] || http://hyosung87.com/g5/bbs/board.php?bo_table=sub05_01 [200] || http://hyosung87.com/g5/bbs/board.php?bo_table=sub05_02 [200] || http://hyosung87.com/sub03_list.php [200] || http://hyosung87.com/g5/bbs/board.php?bo_table=sub05_01&wr_id=1 [200] || http://hyosung87.com/sub02_01.php [200],A-,포장중기/건설장비 매매·상담,02-2060-5034,검색결과/공식 페이지 스니펫의 회사소개 정보 기준. 페이지 접근 제한 가능성 있어 재확인 권장.,2026-04-29
104,원본CSV,67,경남건설기계매매상사,cookiedeal.io,https://cookiedeal.io/company-search/6220252559/경남건설기계매매상사,https://cookiedeal.io/company-search/6220252559/경남건설기계매매상사,https://cookiedeal.io/company-search/6220252559/%EA%B2%BD%EB%82%A8%EA%B1%B4%EC%84%A4%EA%B8%B0%EA%B3%84%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/6220252559/경남건설기계매매상사 [403],C,건설기계 매매,055-346-0072,공식 홈페이지 미확인. 기업정보 디렉터리 기반.,2026-04-29
105,원본CSV,66,대성건설기계매매상사,cookiedeal.io,https://cookiedeal.io/company-search/6110431034/대성건설기계매매상사,https://cookiedeal.io/company-search/6110431034/대성건설기계매매상사,https://cookiedeal.io/company-search/6110431034/%EB%8C%80%EC%84%B1%EA%B1%B4%EC%84%A4%EA%B8%B0%EA%B3%84%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/6110431034/대성건설기계매매상사 [403],C,기계 및 장비 중개업,055-945-2390,기업정보 디렉터리에서 대표자/전화/사업자번호 확인.,2026-04-29
106,원본CSV,64,동명중장비매매상사,cookiedeal.io,https://cookiedeal.io/company-search/4093187061/동명중장비매매상사,https://cookiedeal.io/company-search/4093187061/동명중장비매매상사,https://cookiedeal.io/company-search/4093187061/%EB%8F%99%EB%AA%85%EC%A4%91%EC%9E%A5%EB%B9%84%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/4093187061/동명중장비매매상사 [403],C,중장비/건설기계 매매,062-529-2188,공식 홈페이지 미확인. 기업정보 디렉터리 기반의 1차 영업 후보.,2026-04-29
107,원본CSV,68,미래종합중기,cookiedeal.io,https://cookiedeal.io/company-search/1278142401/미래종합중기,https://cookiedeal.io/company-search/1278142401/미래종합중기,https://cookiedeal.io/company-search/1278142401/%EB%AF%B8%EB%9E%98%EC%A2%85%ED%95%A9%EC%A4%91%EA%B8%B0,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/1278142401/미래종합중기 [403],C,"덤프트럭, 굴삭기 등 건설중장비",031-878-3556,공식 홈페이지 미확인. 기업정보 디렉터리 기반.,2026-04-29
108,원본CSV,6,민우건설기계매매상사,minwoo2000.com,https://www.minwoo2000.com/,https://www.minwoo2000.com/,http://www.minwoo2000.com/,0,매물 패턴 미검출,확인불가(요청 실패),500,500,text/html,Error,N,,0,requests+BeautifulSoup 가능,https://www.minwoo2000.com/ [500],A-,건설기계 매매,1670-6178,공식 페이지 검색 노출정보 기준. 주소가 일부 축약되어 세부 확인 필요.,2026-04-29
109,원본CSV,75,보문중기매매상사,cookiedeal.io,https://cookiedeal.io/company-search/7291900044/보문중기매매상사,https://cookiedeal.io/company-search/7291900044/보문중기매매상사,https://cookiedeal.io/company-search/7291900044/%EB%B3%B4%EB%AC%B8%EC%A4%91%EA%B8%B0%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/7291900044/보문중기매매상사 [403],C,중기/건설기계 매매,070-4130-7235,공식 홈페이지 미확인. 기업정보 디렉터리 기반.,2026-04-29
110,원본CSV,74,삼호건설기계매매상사,cookiedeal.io,https://cookiedeal.io/company-search/6150517346/삼호건설기계매매상사,https://cookiedeal.io/company-search/6150517346/삼호건설기계매매상사,https://cookiedeal.io/company-search/6150517346/%EC%82%BC%ED%98%B8%EA%B1%B4%EC%84%A4%EA%B8%B0%EA%B3%84%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/6150517346/삼호건설기계매매상사 [403],C,건설기계 매매,055-327-4502,공식 홈페이지 미확인. 기업정보 디렉터리 기반.,2026-04-29
111,원본CSV,72,세움건설기계매매상사,cookiedeal.io,https://cookiedeal.io/company-search/4718100536/세움건설기계매매상사,https://cookiedeal.io/company-search/4718100536/세움건설기계매매상사,https://cookiedeal.io/company-search/4718100536/%EC%84%B8%EC%9B%80%EA%B1%B4%EC%84%A4%EA%B8%B0%EA%B3%84%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/4718100536/세움건설기계매매상사 [403],C,건설기계,033-521-1431,공식 홈페이지 미확인. 기업정보 디렉터리 기반.,2026-04-29
112,원본CSV,76,세흥건설기계매매상사,cookiedeal.io,https://cookiedeal.io/company-search/6081779589/세흥건설기계매매상사,https://cookiedeal.io/company-search/6081779589/세흥건설기계매매상사,https://cookiedeal.io/company-search/6081779589/%EC%84%B8%ED%9D%A5%EA%B1%B4%EC%84%A4%EA%B8%B0%EA%B3%84%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/6081779589/세흥건설기계매매상사 [403],C,건설기계,055-232-9275,공식 홈페이지 미확인. 기업정보 디렉터리 기반.,2026-04-29
113,원본CSV,44,수도건설기계,cookiedeal.io,,https://cookiedeal.io/company-search/4358601927/,https://cookiedeal.io/company-search/4358601927/,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/4358601927/ [403],C,"건설·광업용 기계 및 장비 도매, 포크레인",053-588-1714,상호 관련키워드 일치. 공식 홈페이지/이메일은 미확인.,2026-04-29
114,원본CSV,116,연합건설기계,4396200.com,,https://www.4396200.com/main_v.html,https://www.4396200.com/main_v.html,0,매물 패턴 미검출,HTML 응답,초기 HTML 본문에서 확인,200,text/html; charset=utf-8,,N,,0,requests+BeautifulSoup 가능,https://www.4396200.com/main_v.html [200],B-,굴삭기/건설기계 매매 후보,054-954-9936,4396200 VIP 검색결과에서 명품굴삭기/연합건설기계 표기. 주소/홈페이지 추가 확인 필요.,2026-04-29
115,원본CSV,65,우성건설중기매매상사,cookiedeal.io,https://cookiedeal.io/company-search/3164800076/우성건설중기매매상사,https://cookiedeal.io/company-search/3164800076/우성건설중기매매상사,https://cookiedeal.io/company-search/3164800076/%EC%9A%B0%EC%84%B1%EA%B1%B4%EC%84%A4%EC%A4%91%EA%B8%B0%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/3164800076/우성건설중기매매상사 [403],C,건설중기/장비 매매,033-747-4589,공식 홈페이지 미확인. 기업정보 디렉터리 기반.,2026-04-29
116,원본CSV,8,원일중기매매상사,wonildump.com,https://www.wonildump.com/,https://www.wonildump.com/,http://www.wonildump.com/,0,매물 패턴 미검출,확인불가(요청 실패),500,500,text/html,Error,N,,0,requests+BeautifulSoup 가능,https://www.wonildump.com/ [500],A-/부분,덤프트럭/중장비 매매,,공식 사이트 검색 노출정보 기준. 사업자번호 일부 마스킹·이메일 미확인.,2026-04-29
117,원본CSV,70,월드건설기계매매상사,cookiedeal.io,https://cookiedeal.io/company-search/4100985188/월드건설기계매매상사,https://cookiedeal.io/company-search/4100985188/월드건설기계매매상사,https://cookiedeal.io/company-search/4100985188/%EC%9B%94%EB%93%9C%EA%B1%B4%EC%84%A4%EA%B8%B0%EA%B3%84%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/4100985188/월드건설기계매매상사 [403],C,건설기계 매매,062-952-6859,공식 홈페이지 미확인. 기업정보 디렉터리 기반.,2026-04-29
118,원본CSV,73,진서중기매매상사,cookiedeal.io,https://cookiedeal.io/company-search/1471900223/진서중기매매상사,https://cookiedeal.io/company-search/1471900223/진서중기매매상사,https://cookiedeal.io/company-search/1471900223/%EC%A7%84%EC%84%9C%EC%A4%91%EA%B8%B0%EB%A7%A4%EB%A7%A4%EC%83%81%EC%82%AC,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/1471900223/진서중기매매상사 [403],C,건설기계 판매,063-452-6984,공식 홈페이지 미확인. 기업정보 디렉터리 기반.,2026-04-29
119,원본CSV,43,창해건기매매상사,cookiedeal.io,,https://cookiedeal.io/company-search/2600200528/,https://cookiedeal.io/company-search/2600200528/,0,매물 패턴 미검출,확인불가(Cloudflare 차단),Cloudflare challenge,403,text/html; charset=UTF-8,Just a moment...,N,,0,브라우저/쿠키 필요,https://cookiedeal.io/company-search/2600200528/ [403],C,중고 자동차/건기 매매 관련,055-231-0904,상호 직접키워드 일치. 공식 홈페이지/이메일은 미확인.,2026-04-29
120,원본CSV,61,천일중기매매상사,dump1001.com,https://www.dump1001.com/,https://www.dump1001.com/intro/intro.asp,http://www.dump1001.com/,0,매물 패턴 미검출,확인불가(요청 실패),500,500,text/html,Error,N,,0,requests+BeautifulSoup 가능,https://www.dump1001.com/ [500] || https://www.dump1001.com/intro/intro.asp [500],A,덤프트럭·굴삭기·펌프카·건설기계장비 수출/매매,,자사 홈페이지 회사소개/푸터에서 대표자·연락처·이메일·허가번호 확인.,2026-04-29
121,원본CSV,77,태성중기매매상사,tsman.co.kr,http://www.tsman.co.kr,https://cookiedeal.io/company-search/2142292644/태성중기매매상사,http://www.tsman.co.kr,0,매물 패턴 미검출,확인불가(요청 실패),"ConnectionError: HTTPConnectionPool(host='www.tsman.co.kr', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x127058e20>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",,,,N,,0,requests+BeautifulSoup 가능,http://www.tsman.co.kr [ConnectionError: HTTPConnectionPool(host='www.tsma] || https://cookiedeal.io/company-search/2142292644/태성중기매매상사 [403],C+,건설기계 매매업,031-769-4500,기업정보 디렉터리에서 홈페이지/대표/전화/사업자번호 확인. 지게차 디렉터리에는 역동 주소 표기도 있어 검토 필요.,2026-04-29
122,원본CSV,7,해월중기매매상사,01030048896.com,https://www.01030048896.com/,https://www.01030048896.com/,http://www.01030048896.com/,0,매물 패턴 미검출,확인불가(요청 실패),500,500,text/html,Error,N,,0,requests+BeautifulSoup 가능,https://www.01030048896.com/ [500],A-/부분,건설기계/중장비 매매,,공식 사이트 검색 노출정보로 대표자/사업자번호/주소 확인. 전화·이메일은 본문 접근 문제로 미확인.,2026-04-29
123,웹추가,WEB-3,건설기계코리아(KU21),ku21.com,https://ku21.com/,https://ku21.com/p/sell/171,https://ku21.com/p/sell/171,0,매물 패턴 미검출,확인불가(요청 실패),"ConnectionError: HTTPSConnectionPool(host='ku21.com', port=443): Max retries exceeded with url: /p/sell/171 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1276f6ca0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",,,,N,,0,requests+BeautifulSoup 가능,https://ku21.com/ [ConnectionError: HTTPSConnectionPool(host='ku21.co] || https://ku21.com/p/sell/171 [ConnectionError: HTTPSConnectionPool(host='ku21.co],,,,검색 결과: 중고 중장비 매물 포털로 노출,2026-04-29
124,웹추가,WEB-6,건설장비포탈 건설기계코리아,ku21.com,http://ku21.com/,http://ku21.com/p/sell/171,http://ku21.com/p/sell/171,0,매물 패턴 미검출,확인불가(요청 실패),"ConnectionError: HTTPConnectionPool(host='ku21.com', port=80): Max retries exceeded with url: /p/sell/171 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x126e76220>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",,,,N,,0,requests+BeautifulSoup 가능,http://ku21.com/ [ConnectionError: HTTPConnectionPool(host='ku21.com] || http://ku21.com/p/sell/171 [ConnectionError: HTTPConnectionPool(host='ku21.com],,,,HTTPS DNS 실패 대비 HTTP 직접 확인용,2026-04-29
125,웹추가,WEB-4,공사마스터 중고장비매매,04master.com,https://www.04master.com/,https://www.04master.com/,https://www.04master.com/,0,매물 패턴 미검출,확인불가(요청 실패),"ConnectionError: HTTPSConnectionPool(host='www.04master.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x127024670>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",,,,N,,0,requests+BeautifulSoup 가능,https://www.04master.com/ [ConnectionError: HTTPSConnectionPool(host='www.04m],,,,검색 결과: 중고장비매매 메뉴 노출,2026-04-29
126,웹추가,WEB-5,대한건설기계매매협회 매물정보,daehanmachine.com,https://www.daehanmachine.com/,https://www.daehanmachine.com/,https://www.daehanmachine.com/,0,매물 패턴 미검출,확인불가(요청 실패),"ConnectionError: HTTPSConnectionPool(host='www.daehanmachine.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x126dbbee0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",,,,N,,0,requests+BeautifulSoup 가능,https://www.daehanmachine.com/ [ConnectionError: HTTPSConnectionPool(host='www.dae],,,,검색 결과: 중고건설기계 매물정보 대표 사이트로 언급,2026-04-29
